filename,xmin,ymin,xmax,ymax,width,height,class
003510.jpg,251,269,372,375,500,375,chair
003510.jpg,232,195,310,279,500,375,person
005161.jpg,329,107,376,232,500,375,person
005161.jpg,117,122,158,221,500,375,person
005161.jpg,54,127,91,215,500,375,person
005161.jpg,1,124,26,208,500,375,person
005161.jpg,178,117,215,218,500,375,person
005161.jpg,274,183,290,231,500,375,person
005161.jpg,493,179,500,245,500,375,person
005161.jpg,289,146,451,301,500,375,horse
005161.jpg,85,156,204,277,500,375,horse
005161.jpg,3,167,64,266,500,375,horse
005161.jpg,177,158,267,275,500,375,horse
005161.jpg,61,167,111,261,500,375,horse
001460.jpg,138,68,225,242,500,333,person
001460.jpg,119,128,315,282,500,333,bicycle
007011.jpg,1,46,235,372,500,375,dog
008322.jpg,100,29,248,294,500,375,dog
008322.jpg,235,46,500,310,500,375,dog
004518.jpg,1,27,83,277,500,375,person
005606.jpg,10,145,96,301,500,379,bottle
005606.jpg,10,41,291,373,500,379,person
005606.jpg,100,67,495,373,500,379,person
005606.jpg,20,84,75,144,500,379,person
005606.jpg,65,109,117,172,500,379,person
002169.jpg,3,102,318,500,334,500,person
005160.jpg,1,170,171,373,500,375,chair
005160.jpg,175,145,235,217,500,375,chair
005160.jpg,326,137,386,201,500,375,chair
005160.jpg,249,196,391,375,500,375,chair
005160.jpg,334,171,420,373,500,375,chair
005160.jpg,397,132,424,174,500,375,chair
005160.jpg,32,170,395,373,500,375,diningtable
005160.jpg,414,140,499,227,500,375,diningtable
005160.jpg,1,68,94,174,500,375,tvmonitor
005160.jpg,298,62,357,188,500,375,person
005160.jpg,3,1,62,68,500,375,pottedplant
005160.jpg,215,160,290,232,500,375,pottedplant
005160.jpg,118,207,141,285,500,375,bottle
003511.jpg,52,9,469,323,500,332,bicycle
007777.jpg,2,196,370,374,500,374,diningtable
007777.jpg,1,105,102,242,500,374,person
007777.jpg,178,85,291,228,500,374,person
007777.jpg,300,130,407,288,500,374,person
007777.jpg,370,172,500,374,500,374,person
008444.jpg,19,36,500,250,500,375,car
008444.jpg,10,36,497,304,500,375,motorbike
008444.jpg,446,17,493,108,500,375,person
008444.jpg,88,16,139,81,500,375,person
008444.jpg,32,26,68,92,500,375,person
008444.jpg,9,15,38,94,500,375,person
008444.jpg,344,30,387,107,500,375,person
008444.jpg,217,22,242,42,500,375,person
008444.jpg,190,29,210,43,500,375,person
008444.jpg,151,24,180,51,500,375,person
008444.jpg,296,29,322,48,500,375,person
008444.jpg,336,29,350,51,500,375,person
008444.jpg,348,29,368,54,500,375,person
008444.jpg,413,37,440,82,500,375,person
008444.jpg,489,32,500,93,500,375,person
007763.jpg,390,71,450,140,500,375,person
007763.jpg,370,281,417,305,500,375,head
007763.jpg,369,261,383,280,500,375,hand
007763.jpg,366,71,497,375,500,375,hand
007763.jpg,298,71,347,132,500,375,person
007763.jpg,257,234,278,261,500,375,head
007763.jpg,310,258,321,272,500,375,hand
007763.jpg,256,69,377,285,500,375,hand
007763.jpg,163,107,195,151,500,375,person
007763.jpg,153,235,170,253,500,375,head
007763.jpg,139,103,207,253,500,375,hand
007763.jpg,201,82,242,131,500,375,person
007763.jpg,162,244,182,264,500,375,head
007763.jpg,238,241,262,262,500,375,hand
007763.jpg,162,79,272,266,500,375,hand
007763.jpg,99,182,140,232,500,375,person
007763.jpg,59,316,81,339,500,375,head
007763.jpg,93,333,114,358,500,375,hand
007763.jpg,49,178,163,375,500,375,hand
007763.jpg,182,200,225,251,500,375,person
007763.jpg,111,322,131,355,500,375,head
007763.jpg,134,294,160,321,500,375,hand
007763.jpg,110,196,244,375,500,375,hand
007763.jpg,315,219,367,288,500,375,person
007763.jpg,204,343,230,375,500,375,head
007763.jpg,203,216,393,375,500,375,hand
008450.jpg,178,102,447,205,500,333,aeroplane
001312.jpg,1,1,480,318,500,375,cow
008336.jpg,224,246,236,257,500,375,car
008336.jpg,254,251,265,260,500,375,car
008336.jpg,268,247,293,272,500,375,car
008336.jpg,272,257,306,285,500,375,car
008336.jpg,297,248,380,330,500,375,car
004524.jpg,311,273,383,344,500,375,bird
004524.jpg,256,131,309,171,500,375,bird
004524.jpg,461,198,500,243,500,375,bird
004524.jpg,107,1,186,21,500,375,bird
002155.jpg,38,19,499,303,500,333,motorbike
009000.jpg,219,168,284,225,500,375,dog
009000.jpg,367,162,475,238,500,375,person
009000.jpg,89,1,109,40,500,375,person
009000.jpg,30,7,49,50,500,375,person
009000.jpg,23,1,160,46,500,375,car
000742.jpg,391,129,412,168,500,338,boat
000742.jpg,341,135,352,168,500,338,boat
000742.jpg,1,145,311,335,500,338,boat
000742.jpg,212,99,296,253,500,338,person
000024.jpg,196,165,489,247,500,335,train
008478.jpg,1,169,53,245,500,375,bicycle
008478.jpg,24,160,100,240,500,375,bicycle
008478.jpg,134,161,207,215,500,375,bicycle
008478.jpg,94,138,422,306,500,375,car
008478.jpg,373,131,500,227,500,375,car
006455.jpg,85,42,254,199,320,212,horse
006455.jpg,119,11,167,137,320,212,person
002633.jpg,136,152,315,412,332,500,horse
002633.jpg,179,101,246,311,332,500,person
004242.jpg,3,13,474,374,500,375,car
002627.jpg,101,221,238,298,375,500,sofa
002627.jpg,240,229,356,342,375,500,sofa
002627.jpg,22,211,79,275,375,500,tvmonitor
002627.jpg,204,300,322,347,375,500,chair
002627.jpg,29,348,122,460,375,500,chair
002627.jpg,4,335,375,500,375,500,diningtable
004256.jpg,2,2,500,300,500,323,train
003539.jpg,78,149,213,349,500,375,motorbike
003539.jpg,298,144,417,341,500,375,motorbike
003539.jpg,422,123,493,231,500,375,motorbike
003539.jpg,294,75,432,316,500,375,person
003539.jpg,82,64,226,327,500,375,person
003539.jpg,412,78,461,201,500,375,person
000030.jpg,36,205,180,289,500,375,bicycle
000030.jpg,51,160,150,292,500,375,person
000030.jpg,295,138,450,290,500,375,person
009772.jpg,5,145,375,500,375,500,cat
007987.jpg,312,312,359,374,500,375,bottle
007987.jpg,119,260,145,315,500,375,bottle
007987.jpg,193,56,344,328,500,375,person
007039.jpg,121,57,323,243,500,375,tvmonitor
000756.jpg,67,8,365,500,365,500,dog
004530.jpg,54,41,415,295,500,375,bus
004530.jpg,140,106,186,147,500,375,person
000965.jpg,94,285,237,461,375,500,dog
000965.jpg,187,139,270,186,375,500,cat
000965.jpg,2,86,374,500,375,500,sofa
002800.jpg,176,139,294,353,488,425,horse
002800.jpg,176,74,345,356,488,425,horse
009955.jpg,89,213,432,301,500,500,boat
009955.jpg,235,280,384,313,500,500,boat
000971.jpg,116,143,297,255,500,375,bus
000971.jpg,324,185,344,241,500,375,person
000971.jpg,344,190,371,249,500,375,person
000971.jpg,364,188,385,246,500,375,person
000971.jpg,392,193,410,230,500,375,person
000971.jpg,445,185,468,208,500,375,person
000971.jpg,387,156,500,375,500,375,person
000971.jpg,72,194,89,240,500,375,person
000971.jpg,1,202,34,327,500,375,person
000971.jpg,37,211,61,251,500,375,person
000971.jpg,19,196,43,272,500,375,person
002196.jpg,4,2,375,500,375,500,cat
005821.jpg,111,232,171,315,500,375,pottedplant
005821.jpg,263,209,311,289,500,375,pottedplant
005821.jpg,199,200,246,254,500,375,pottedplant
005821.jpg,6,143,95,230,500,375,pottedplant
005821.jpg,171,198,195,251,500,375,pottedplant
005821.jpg,355,184,481,354,500,375,chair
005821.jpg,461,171,500,375,500,375,chair
004281.jpg,270,1,500,375,500,375,train
004281.jpg,447,260,500,375,500,375,person
007950.jpg,277,315,368,337,500,375,car
007950.jpg,1,315,56,350,500,375,car
007950.jpg,110,311,171,338,500,375,car
007950.jpg,84,312,120,335,500,375,car
007950.jpg,37,310,82,336,500,375,car
006482.jpg,30,31,406,375,500,375,person
004295.jpg,36,11,453,351,500,375,car
002182.jpg,15,121,438,252,500,333,car
001104.jpg,1,4,394,334,500,334,dog
009558.jpg,99,30,374,218,500,333,car
009558.jpg,412,1,450,47,500,333,person
009558.jpg,394,9,412,49,500,333,person
009558.jpg,373,1,403,52,500,333,person
009558.jpg,352,1,374,39,500,333,person
009558.jpg,328,1,367,46,500,333,person
009558.jpg,275,1,315,39,500,333,person
009558.jpg,231,3,277,32,500,333,person
009558.jpg,141,4,190,47,500,333,person
009558.jpg,100,25,127,59,500,333,person
007575.jpg,15,1,473,235,500,375,bus
003713.jpg,176,230,228,276,500,375,car
003713.jpg,156,233,174,250,500,375,car
003713.jpg,2,217,75,344,500,375,car
003713.jpg,283,234,324,255,500,375,car
003713.jpg,372,221,496,287,500,375,car
003713.jpg,315,216,370,255,500,375,car
003713.jpg,248,234,267,248,500,375,car
003713.jpg,80,204,140,271,500,375,car
005404.jpg,132,88,500,375,500,375,cow
007213.jpg,242,143,272,153,500,375,chair
007213.jpg,351,138,368,160,500,375,chair
007213.jpg,333,143,358,180,500,375,chair
007213.jpg,268,157,341,242,500,375,chair
007213.jpg,224,160,266,173,500,375,chair
007213.jpg,160,249,500,374,500,375,diningtable
007213.jpg,25,37,236,375,500,375,person
007213.jpg,359,75,500,251,500,375,person
001662.jpg,11,106,482,269,500,375,car
001676.jpg,30,38,483,219,500,236,car
005410.jpg,263,148,364,333,500,333,person
005410.jpg,282,239,353,333,500,333,bicycle
003061.jpg,286,11,446,220,500,333,chair
003061.jpg,93,25,259,158,500,333,chair
003061.jpg,472,87,500,220,500,333,chair
002419.jpg,113,106,379,262,500,344,motorbike
002419.jpg,160,56,277,215,500,344,person
001110.jpg,19,73,264,305,500,375,cat
001110.jpg,254,66,498,326,500,375,cat
006657.jpg,190,72,341,269,500,359,cat
000540.jpg,135,93,321,298,500,335,train
006131.jpg,289,95,446,264,500,375,tvmonitor
006131.jpg,416,115,500,284,500,375,tvmonitor
006131.jpg,1,107,138,277,500,375,tvmonitor
009202.jpg,143,114,372,447,460,480,horse
009202.jpg,175,25,321,293,460,480,person
005438.jpg,35,175,157,315,500,342,chair
005438.jpg,409,216,489,332,500,342,sofa
002343.jpg,294,89,375,125,500,375,car
002343.jpg,213,78,260,98,500,375,car
002343.jpg,2,103,500,344,500,375,car
004732.jpg,60,140,375,500,375,500,chair
004732.jpg,78,163,361,497,375,500,person
004732.jpg,170,162,207,218,375,500,head
004732.jpg,339,216,361,227,375,500,hand
004732.jpg,79,211,109,230,375,500,hand
004732.jpg,151,394,212,440,375,500,foot
004732.jpg,209,438,251,495,375,500,foot
000554.jpg,118,77,260,304,500,375,person
000554.jpg,2,189,500,375,500,375,sofa
000554.jpg,275,67,368,101,500,375,car
000554.jpg,316,77,436,117,500,375,car
000554.jpg,266,95,397,142,500,375,car
000554.jpg,91,73,179,111,500,375,car
000554.jpg,344,117,433,165,500,375,car
008108.jpg,27,235,62,300,500,375,motorbike
008108.jpg,97,229,130,303,500,375,motorbike
008108.jpg,64,216,87,294,500,375,person
008108.jpg,80,209,109,300,500,375,person
008108.jpg,199,202,234,319,500,375,person
008108.jpg,376,207,402,291,500,375,person
008108.jpg,439,216,461,248,500,375,person
008108.jpg,153,240,182,303,500,375,motorbike
008108.jpg,173,234,202,291,500,375,motorbike
008108.jpg,436,248,465,298,500,375,motorbike
008108.jpg,174,218,189,249,500,375,person
008108.jpg,240,223,356,324,500,375,car
001892.jpg,4,3,500,373,500,375,bus
006125.jpg,140,128,353,291,500,375,cat
006125.jpg,1,147,500,375,500,375,sofa
006643.jpg,180,39,452,375,500,375,bird
000232.jpg,47,92,376,334,500,375,cow
000232.jpg,230,32,252,93,500,375,person
000232.jpg,404,71,500,119,500,375,boat
000232.jpg,1,49,88,92,500,375,boat
000232.jpg,55,68,126,90,500,375,boat
002425.jpg,137,186,375,500,375,500,sofa
002425.jpg,22,151,120,290,375,500,chair
002425.jpg,32,63,108,256,375,500,person
002425.jpg,75,102,130,266,375,500,person
008691.jpg,1,140,454,213,500,334,train
006864.jpg,336,1,500,325,500,334,person
006864.jpg,237,6,380,283,500,334,person
006864.jpg,11,1,238,268,500,334,person
006864.jpg,194,1,228,113,500,334,person
008849.jpg,141,139,340,375,500,375,dog
008849.jpg,2,78,500,375,500,375,sofa
006694.jpg,100,52,500,248,500,375,train
000583.jpg,13,87,490,248,500,276,motorbike
000583.jpg,239,31,348,105,500,276,motorbike
000583.jpg,233,29,319,81,500,276,person
000583.jpg,111,56,129,112,500,276,person
000583.jpg,132,54,152,94,500,276,person
000583.jpg,156,59,171,75,500,276,person
001845.jpg,27,177,230,343,500,375,car
001845.jpg,3,194,37,266,500,375,car
001689.jpg,172,91,211,144,375,500,person
001689.jpg,133,234,155,262,375,500,head
001689.jpg,153,352,169,369,375,500,hand
001689.jpg,198,342,224,375,375,500,foot
001689.jpg,122,86,227,376,375,500,foot
001689.jpg,8,186,83,292,375,500,person
001689.jpg,156,359,199,402,375,500,head
001689.jpg,88,428,145,470,375,500,hand
001689.jpg,1,183,203,500,375,500,hand
001689.jpg,60,238,158,367,375,500,chair
000597.jpg,310,163,356,220,500,375,person
000597.jpg,459,168,497,208,500,375,person
000597.jpg,386,177,465,314,500,375,person
000597.jpg,230,211,274,270,500,375,chair
000597.jpg,302,242,370,320,500,375,chair
000597.jpg,404,234,468,308,500,375,chair
000597.jpg,488,254,500,295,500,375,chair
000597.jpg,36,225,95,304,500,375,chair
000597.jpg,195,181,235,212,500,375,tvmonitor
000597.jpg,112,192,139,238,500,375,tvmonitor
004929.jpg,215,21,500,375,500,375,dog
005389.jpg,25,42,410,208,432,244,train
006858.jpg,122,128,205,295,500,375,horse
006858.jpg,196,43,299,300,500,375,person
006858.jpg,247,49,276,90,500,375,head
006858.jpg,285,173,297,192,500,375,hand
006858.jpg,222,272,244,295,500,375,foot
006858.jpg,255,272,275,299,500,375,foot
006858.jpg,316,216,332,229,500,375,bottle
006858.jpg,1,75,137,186,500,375,car
008732.jpg,101,197,223,395,371,500,bird
002579.jpg,80,74,357,475,384,500,bird
004108.jpg,5,127,493,327,500,333,car
003667.jpg,16,45,421,445,448,500,aeroplane
006079.jpg,164,153,332,213,500,375,boat
006079.jpg,68,51,103,68,500,375,car
006079.jpg,30,57,68,71,500,375,car
000408.jpg,51,114,347,499,375,500,cow
008040.jpg,47,117,95,208,500,399,person
008040.jpg,129,106,186,235,500,399,person
008040.jpg,221,86,278,229,500,399,person
008040.jpg,296,90,371,165,500,399,person
008040.jpg,30,174,89,246,500,399,person
008040.jpg,92,183,134,233,500,399,person
008040.jpg,177,165,224,271,500,399,person
008040.jpg,312,151,374,232,500,399,person
008040.jpg,387,147,436,210,500,399,person
008040.jpg,2,222,46,384,500,399,horse
008040.jpg,8,218,123,376,500,399,horse
008040.jpg,95,233,160,373,500,399,horse
008040.jpg,148,209,246,357,500,399,horse
008040.jpg,246,184,400,347,500,399,horse
008040.jpg,318,172,475,338,500,399,horse
007373.jpg,1,178,493,375,500,375,diningtable
007373.jpg,453,84,500,143,500,375,diningtable
007373.jpg,74,106,295,177,500,375,diningtable
007373.jpg,270,326,450,375,500,375,chair
007373.jpg,460,160,500,259,500,375,chair
007373.jpg,327,145,410,185,500,375,chair
007373.jpg,194,145,270,185,500,375,chair
007373.jpg,40,156,120,207,500,375,chair
007373.jpg,7,123,42,209,500,375,chair
007373.jpg,6,108,29,121,500,375,chair
007373.jpg,51,99,86,156,500,375,chair
007373.jpg,72,128,141,175,500,375,chair
007373.jpg,189,130,254,178,500,375,chair
007373.jpg,296,114,338,176,500,375,chair
007373.jpg,337,104,355,148,500,375,chair
007373.jpg,302,96,337,117,500,375,chair
007373.jpg,238,92,270,112,500,375,chair
007373.jpg,128,94,171,108,500,375,chair
007373.jpg,389,89,433,184,500,375,chair
007373.jpg,432,96,479,200,500,375,chair
007373.jpg,398,82,417,111,500,375,chair
007373.jpg,431,81,471,96,500,375,chair
005202.jpg,65,91,356,255,500,375,bird
003673.jpg,231,145,500,374,500,375,dog
003673.jpg,63,2,252,375,500,375,dog
009438.jpg,103,64,343,500,375,500,horse
001064.jpg,13,34,267,203,320,216,horse
001064.jpg,140,14,215,128,320,216,person
002545.jpg,75,43,206,496,375,500,person
002545.jpg,181,62,211,132,375,500,bottle
002545.jpg,3,27,248,394,375,500,sofa
002545.jpg,242,77,375,280,375,500,sofa
000352.jpg,33,68,149,247,500,375,person
000352.jpg,131,68,210,249,500,375,person
000352.jpg,198,59,309,284,500,375,person
000352.jpg,294,83,500,375,500,375,person
000352.jpg,12,100,500,375,500,375,sofa
009410.jpg,10,3,457,375,500,375,person
009410.jpg,40,125,351,375,500,375,person
006045.jpg,1,147,149,343,500,375,chair
006045.jpg,156,167,500,375,500,375,sofa
008068.jpg,50,36,435,345,500,374,bird
004652.jpg,79,1,434,216,500,333,tvmonitor
003129.jpg,313,288,500,375,500,375,chair
003129.jpg,281,228,373,268,500,375,chair
003129.jpg,263,212,321,253,500,375,chair
003129.jpg,1,63,328,374,500,375,person
003129.jpg,362,177,500,291,500,375,person
003129.jpg,441,122,500,247,500,375,person
003129.jpg,354,163,411,256,500,375,person
003129.jpg,318,169,363,220,500,375,person
003129.jpg,253,163,324,234,500,375,person
003129.jpg,1,144,19,245,500,375,person
003129.jpg,95,169,114,214,500,375,person
003129.jpg,72,168,88,219,500,375,person
003129.jpg,53,170,71,219,500,375,person
002237.jpg,58,1,479,375,500,375,cow
009362.jpg,278,48,400,333,500,333,person
009362.jpg,136,76,258,311,500,333,person
009362.jpg,32,33,178,332,500,333,person
009362.jpg,373,238,476,333,500,333,person
000420.jpg,78,29,475,347,500,375,car
004120.jpg,59,41,500,301,500,333,bus
008929.jpg,1,57,441,240,500,333,car
008929.jpg,1,27,83,255,500,333,car
009389.jpg,119,117,500,364,500,375,train
008083.jpg,82,85,204,294,400,300,person
008083.jpg,152,66,362,300,400,300,person
008083.jpg,95,140,400,300,400,300,sofa
006910.jpg,2,192,114,335,500,335,bird
006910.jpg,29,228,122,335,500,335,bird
006910.jpg,184,123,285,215,500,335,bird
006910.jpg,284,258,388,310,500,335,bird
006910.jpg,352,212,405,282,500,335,bird
006910.jpg,61,16,436,335,500,335,person
006910.jpg,5,130,81,335,500,335,person
003868.jpg,2,235,500,374,500,375,person
000391.jpg,57,47,465,458,500,458,pottedplant
003698.jpg,356,259,404,322,500,375,sheep
002586.jpg,58,1,373,437,500,500,bird
004849.jpg,143,191,250,281,336,500,train
004691.jpg,54,67,500,318,500,375,train
004691.jpg,33,1,71,20,500,375,car
004691.jpg,2,1,40,21,500,375,car
007398.jpg,1,1,499,265,500,283,bus
007398.jpg,344,64,434,280,500,283,person
001931.jpg,44,114,489,288,500,333,car
004685.jpg,70,165,161,341,333,500,person
004685.jpg,119,167,328,414,333,500,person
007165.jpg,173,329,375,500,375,500,sheep
007165.jpg,162,341,269,441,375,500,sheep
009148.jpg,90,54,206,256,369,276,horse
009148.jpg,145,13,175,43,369,276,horse
001514.jpg,12,52,312,333,500,333,person
001514.jpg,219,131,467,332,500,333,person
001514.jpg,3,84,499,333,500,333,sofa
003303.jpg,197,175,282,308,332,500,person
003303.jpg,62,162,149,304,332,500,person
003303.jpg,212,212,260,347,332,500,horse
003303.jpg,78,221,132,339,332,500,horse
003303.jpg,265,230,284,269,332,500,horse
003465.jpg,132,184,289,320,500,375,person
005014.jpg,29,10,484,372,500,375,person
005014.jpg,22,54,111,325,500,375,person
005014.jpg,376,42,431,123,500,375,person
005014.jpg,429,42,473,118,500,375,person
005014.jpg,458,32,499,117,500,375,person
005014.jpg,433,221,500,375,500,375,chair
005014.jpg,403,194,478,306,500,375,chair
005014.jpg,1,203,33,375,500,375,chair
001272.jpg,182,87,242,202,500,414,bottle
001272.jpg,181,154,300,264,500,414,bottle
001272.jpg,103,22,469,414,500,414,person
007603.jpg,206,177,337,291,500,375,horse
008530.jpg,1,32,327,333,500,333,dog
001266.jpg,1,88,477,332,500,332,motorbike
001266.jpg,128,22,315,332,500,332,person
001266.jpg,281,2,500,332,500,332,person
006509.jpg,203,227,283,317,333,500,chair
006509.jpg,1,295,69,379,333,500,chair
006509.jpg,1,231,107,307,333,500,sofa
008524.jpg,7,1,76,34,400,290,car
008524.jpg,1,6,391,287,400,290,horse
002021.jpg,26,91,229,278,500,333,cow
002021.jpg,175,39,500,277,500,333,cow
002021.jpg,174,189,270,312,500,333,cow
004450.jpg,1,1,272,371,333,500,horse
005996.jpg,1,1,500,290,500,375,motorbike
007159.jpg,435,151,500,210,500,375,car
007159.jpg,146,155,177,282,500,375,person
007159.jpg,146,153,166,171,500,375,head
007159.jpg,146,218,152,223,500,375,hand
007159.jpg,148,274,166,280,500,375,foot
007159.jpg,167,274,173,277,500,375,foot
007159.jpg,36,154,68,289,500,375,person
007159.jpg,40,153,57,173,500,375,head
007159.jpg,53,280,67,285,500,375,foot
007159.jpg,39,282,63,290,500,375,foot
009174.jpg,6,54,500,321,500,375,bus
009174.jpg,266,252,490,375,500,375,car
009174.jpg,40,252,206,328,500,375,car
009174.jpg,1,280,30,331,500,375,car
009174.jpg,1,321,459,375,500,375,car
009174.jpg,451,96,467,124,500,375,bottle
009174.jpg,290,100,304,127,500,375,bottle
009174.jpg,139,107,153,130,500,375,bottle
009174.jpg,352,95,372,117,500,375,person
006247.jpg,2,63,454,358,500,375,sheep
001528.jpg,46,76,372,348,383,500,bird
000150.jpg,186,78,319,264,500,333,horse
000150.jpg,353,54,379,108,500,333,person
000150.jpg,415,51,436,109,500,333,person
000150.jpg,476,54,492,98,500,333,person
000150.jpg,489,51,500,100,500,333,person
005028.jpg,4,77,312,322,500,375,car
005028.jpg,294,118,495,292,500,375,car
002747.jpg,210,15,371,287,500,375,chair
002747.jpg,2,82,235,375,500,375,chair
004322.jpg,3,350,50,489,333,500,bottle
004322.jpg,3,37,241,500,333,500,person
008518.jpg,81,53,374,248,500,353,dog
000622.jpg,156,87,401,339,500,375,cow
009160.jpg,177,142,393,317,500,333,motorbike
009160.jpg,290,47,373,156,500,333,person
008295.jpg,2,5,495,291,500,321,train
002960.jpg,47,75,271,315,500,333,person
000805.jpg,29,65,356,411,375,500,dog
000805.jpg,308,85,375,214,375,500,person
008281.jpg,1,55,247,500,375,500,person
008281.jpg,154,37,375,498,375,500,person
006284.jpg,169,46,500,332,500,333,person
004493.jpg,355,61,404,194,500,375,bottle
004493.jpg,1,95,500,375,500,375,diningtable
002784.jpg,64,48,333,500,333,500,dog
000193.jpg,80,4,500,375,500,375,person
000193.jpg,1,29,227,375,500,375,person
000193.jpg,2,125,500,375,500,375,sofa
009809.jpg,61,1,398,334,500,334,person
007824.jpg,148,162,440,333,500,333,cat
000187.jpg,1,95,240,336,500,375,tvmonitor
001299.jpg,39,26,229,412,429,500,cow
001299.jpg,211,240,319,408,429,500,cow
001299.jpg,318,221,408,435,429,500,cow
004487.jpg,63,157,227,418,334,500,horse
004487.jpg,60,41,196,252,334,500,person
005799.jpg,390,170,430,220,500,375,tvmonitor
005799.jpg,244,146,297,229,500,375,person
005799.jpg,189,163,248,228,500,375,person
005799.jpg,411,114,500,373,500,375,person
006290.jpg,466,191,500,270,500,375,car
006290.jpg,21,67,471,308,500,375,bus
005979.jpg,26,9,487,331,500,332,car
005979.jpg,393,1,438,116,500,332,person
005979.jpg,337,1,376,97,500,332,person
008285.jpg,132,32,327,203,500,375,tvmonitor
008285.jpg,88,50,395,375,500,375,person
009825.jpg,90,280,144,359,333,500,chair
009831.jpg,194,48,500,319,500,343,train
009831.jpg,60,84,311,289,500,343,train
000815.jpg,286,143,481,224,500,374,aeroplane
000815.jpg,10,104,322,236,500,374,aeroplane
002794.jpg,114,21,425,360,500,375,cow
007834.jpg,91,48,277,448,371,500,dog
009819.jpg,304,45,447,195,500,375,diningtable
009819.jpg,369,34,465,188,500,375,chair
009819.jpg,232,51,383,267,500,375,cat
007820.jpg,5,19,500,257,500,333,aeroplane
007820.jpg,277,74,431,139,500,333,aeroplane
001289.jpg,157,98,355,188,500,309,bird
002958.jpg,65,2,500,333,500,333,person
005789.jpg,237,137,500,347,500,375,dog
005789.jpg,50,128,255,375,500,375,dog
005789.jpg,3,112,500,375,500,375,sofa
005951.jpg,185,62,498,301,500,375,motorbike
005951.jpg,329,36,468,272,500,375,person
000829.jpg,217,166,452,280,500,375,bus
000829.jpg,1,171,199,290,500,375,bus
000829.jpg,355,1,385,20,500,375,car
000829.jpg,89,115,174,170,500,375,car
000829.jpg,476,125,500,160,500,375,car
000829.jpg,52,13,81,39,500,375,car
000829.jpg,16,285,80,336,500,375,bicycle
000829.jpg,468,315,492,351,500,375,person
000829.jpg,459,331,500,372,500,375,person
001504.jpg,146,422,161,484,375,500,person
001504.jpg,190,420,212,489,375,500,person
001504.jpg,259,422,281,493,375,500,person
003313.jpg,181,106,426,207,500,333,car
003313.jpg,340,4,369,87,500,333,person
003313.jpg,329,1,357,47,500,333,person
003313.jpg,283,1,315,47,500,333,person
003313.jpg,285,119,310,146,500,333,person
005762.jpg,325,390,375,485,375,500,pottedplant
005762.jpg,228,426,301,500,375,500,pottedplant
005004.jpg,137,31,454,275,500,333,sofa
008534.jpg,143,21,487,387,500,387,cat
006519.jpg,4,114,172,369,500,375,person
006519.jpg,139,105,380,375,500,375,person
006519.jpg,177,87,500,353,500,375,person
006519.jpg,329,262,357,375,500,375,bottle
006519.jpg,190,323,217,375,500,375,bottle
006519.jpg,80,313,499,375,500,375,diningtable
003461.jpg,8,207,180,275,500,333,car
003461.jpg,1,276,163,333,500,333,car
003461.jpg,206,207,284,333,500,333,car
003461.jpg,282,205,387,333,500,333,car
003461.jpg,408,160,493,321,500,333,car
003461.jpg,395,18,476,163,500,333,car
003461.jpg,312,46,389,203,500,333,car
003461.jpg,315,1,374,46,500,333,car
003461.jpg,237,1,306,123,500,333,car
003461.jpg,80,1,224,63,500,333,car
003461.jpg,64,26,231,137,500,333,car
003461.jpg,124,253,157,298,500,333,chair
003461.jpg,10,43,71,124,500,333,car
004468.jpg,6,5,157,498,174,500,bottle
003307.jpg,3,29,308,251,338,299,horse
002019.jpg,43,82,500,298,500,333,car
001510.jpg,149,55,220,241,500,375,person
001510.jpg,366,91,397,117,500,375,person
001510.jpg,357,103,407,167,500,375,motorbike
001510.jpg,97,148,312,247,500,375,motorbike
008252.jpg,63,130,487,253,500,375,aeroplane
000626.jpg,141,23,313,298,500,400,person
000626.jpg,108,35,188,146,500,400,tvmonitor
000626.jpg,32,44,116,128,500,400,tvmonitor
000626.jpg,185,32,220,105,500,400,tvmonitor
007149.jpg,18,3,468,443,500,443,dog
000140.jpg,107,146,386,300,500,401,dog
000140.jpg,2,113,500,401,500,401,sofa
002757.jpg,75,57,467,370,500,381,train
003449.jpg,3,20,121,312,500,375,tvmonitor
003449.jpg,190,241,283,294,500,375,bottle
003449.jpg,107,245,170,298,500,375,bottle
003449.jpg,377,2,500,89,500,375,tvmonitor
004326.jpg,86,89,132,164,500,349,bird
000154.jpg,59,76,367,266,500,333,boat
000154.jpg,441,193,458,213,500,333,boat
006243.jpg,1,178,366,375,500,375,motorbike
006243.jpg,38,97,500,324,500,375,motorbike
006243.jpg,75,52,138,250,500,375,person
006243.jpg,205,68,246,149,500,375,person
006243.jpg,266,37,314,192,500,375,person
006243.jpg,347,37,385,195,500,375,person
006243.jpg,416,43,463,202,500,375,person
006243.jpg,132,50,170,159,500,375,person
006243.jpg,313,46,349,181,500,375,person
000632.jpg,282,176,351,255,500,375,tvmonitor
000632.jpg,291,275,500,375,500,375,sofa
000632.jpg,61,167,178,335,500,375,chair
005992.jpg,1,48,488,371,500,375,sofa
005992.jpg,43,77,449,293,500,375,person
005992.jpg,60,147,286,245,500,375,dog
002025.jpg,204,297,332,500,375,500,chair
002025.jpg,266,276,338,333,375,500,chair
002025.jpg,236,318,375,500,375,500,diningtable
006914.jpg,238,180,269,235,500,375,bird
008939.jpg,409,233,500,312,500,375,car
008087.jpg,73,133,458,280,500,333,car
008093.jpg,1,284,84,375,500,375,car
